project_name,github_link,readme_documentation_score,commit_activity_score,dfx_json_score,total_score,readme_documentation_comments,commit_activity_comments,dfx_json_comments
ICPWorkOfficial/backend-canisters,https://github.com/ICPWorkOfficial/backend-canisters,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
ColettoG/icp-ant-colony-optimization,https://github.com/ColettoG/icp-ant-colony-optimization,3,1,1,5,"The README provides solid local‑development setup instructions: it points to online documentation, shows how to start the replica, deploy canisters, generate candid interfaces, and run the frontend server. The note on frontend environment variables is also helpful. However, the file lacks a substantive project description—readers are not told what the “ant‑colony‑icp” project actually does or its purpose. There is no integration or usage guide beyond the basic start‑up commands, and there are no contribution guidelines, code‑of‑conduct, or instructions for external developers to extend or test the project. The overall structure is clear and the formatting is decent, but the missing contextual and contribution information keeps the documentation at a basic “fair” level.",1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: This week the backend API was expanded to allow runtime configuration of the ant‑colony algorithm: the canister now exposes `setParameters` and `setDistances` methods and the `antColonyOptimization` query now returns both the best tour and its cost. Corresponding Motoko code was updated to make the algorithm’s parameters and problem space mutable and to implement the new public functions. These changes make the ACO service more flexible and usable without redeploying.,dfx.json file found - indicates ICP/Dfinity project structure
lucas-surdo/mydrops,https://github.com/lucas-surdo/mydrops,3,1,1,5,"The README provides a clear project overview, a helpful directory tree, and solid local development instructions—including prerequisites, mock‑mode frontend setup, and steps to run against the real ICP backend. The formatting is clean and the language is understandable. However, it lacks several important elements: there are no contribution guidelines (e.g., how to submit pull requests, code style, testing procedures), no integration guide for consuming the platform as a library or API, and limited details on environment configuration, deployment to production, or testing. Consequently, while the core setup is well covered, the documentation is missing key sections that would elevate it to a higher rating.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: Added a new HTML entry point (index.html) with accompanying styles (styles.css) and introduced a Vite configuration (vite.config.js) to enable modern frontend tooling and bundling. These additions provide a web UI layer and a build pipeline that were not present in the initial project files. Overall, the changes establish the foundation for a client‑side interface and improve development workflow.",dfx.json file found - indicates ICP/Dfinity project structure
badrinarayan-samantaray/supply_chain,https://github.com/badrinarayan-samantaray/supply_chain,3,0,1,4,"The README provides clear local‑development setup instructions (DFX commands, how to start the replica, deploy, generate Candid, run the frontend) and includes useful links to external documentation. The formatting is clean and the commands are well‑presented.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
gucorinthians/ICPInsurance,https://github.com/gucorinthians/ICPInsurance,2,1,1,4,"The README offers a brief project description (“a minimal setup to get React working in Vite…”) and provides detailed code snippets for extending the ESLint configuration. However, it lacks essential elements for comprehensive documentation:","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: Added a new CLI (`cli.js`) and core implementation (`loose‑envify.js`) for the loose‑envify package, and overhauled `package.json` to rename the project, update its metadata, scripts, and dependencies accordingly. These changes introduce a fast, selective `process.env` replacer and make it executable via the `loose‑envify` binary. Overall, the week’s work shifted the repository from the previous @emotion/hash setup to a functional loose‑envify tool.",dfx.json file found - indicates ICP/Dfinity project structure
arincantikam26/i-GuardX,https://github.com/arincantikam26/i-GuardX,2,0,1,3,"The README provides a solid high‑level description of the project, its motivation, and a list of user‑facing features, as well as a live demo link and some references. However, it lacks essential technical documentation: there are no setup or installation instructions for local development, no guide on how to build, deploy, or run the canisters, no integration or API usage details, and no contribution guidelines or code‑of‑conduct information. The structure is clear but the content is incomplete, making it difficult for developers to get the project up and running or to contribute. Consequently, the documentation is limited and has significant gaps.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
Chymezy/deCentra,https://github.com/Chymezy/deCentra.git,2,0,1,3,"The README provides a nice tech‑stack table, a clear project‑structure diagram, and a feature list, which help readers understand the components of the project. However, it lacks essential documentation elements. There is no introductory paragraph that explains what the project does or its purpose, no setup or local‑development instructions (e.g., how to install dependencies, run DFX, start the frontend, or configure the canister), no integration guide for consuming the canister’s API, and no contribution guidelines (e.g., code style, PR process, issue reporting). While the formatting and grammar are generally fine, the missing core sections make the documentation insufficient for developers to get started or contribute, resulting in a “Poor” rating.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
verichain-protocol/verichain,https://github.com/verichain-protocol/verichain,4,1,1,6,"The README provides a solid overview of the project, including a clear description, links to model/dataset resources, and a well‑structured list of features. It offers practical quick‑start instructions with `make` commands for cloning, setting up, and running the system, and outlines the architecture (canisters, build system, scripts). It also points to additional documentation (API reference, development guide, model details) for deeper integration and contribution information.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: This week a full registration flow was added, introducing a new Register page, route, and smart‑login logic that authenticates via Internet Identity, checks user registration, and redirects accordingly. UI enhancements include quota display in the sidebar with new SVG assets, plus several new components (LocalStorageTestComponent, PrincipalStatus, UserStatusBanner) and a useQuota hook, while local‑storage utilities were added for debugging. The auth provider and related services were refactored to store the principal, create a properly configured Logic canister actor, and improve handling of persisted authentication state.",dfx.json file found - indicates ICP/Dfinity project structure
Legatia/DeFlow,https://github.com/Legatia/DeFlow,3,3,1,7,"The README provides solid setup instructions for local development, a clear project structure, and useful scripts, which makes getting the code running straightforward. It also lists supported DeFi protocols, the business model, and some security features. However, it lacks a concise general project description at the beginning, offers no integration guide for developers who want to connect the platform to other services, and does not include contribution guidelines or a code‑of‑conduct. There are also a few formatting/typo issues (e.g., an incomplete “Secure Key Management: H” line). Because key elements such as a high‑level overview and contribution instructions are missing, the documentation falls into the “fair” category.","3 - Commits every week. Weekly development summary: Week of 2025-09-01: The admin monitor panel was simplified for easier use, while the team management module received updates to enhance functionality. Additionally, communication issues between the admin pool and other components were fixed, stabilizing interactions. These changes collectively improve the admin experience and overall system reliability.; Week of 2025-09-08: This week we added a token‑usage‑limit setting and switched wallet connections to seed‑phrase‑only authentication, while refreshing the tokenomics plan for clearer economics. The side‑menu and canvas UI received visual and interaction refinements, improving layout and overall user experience. Together, these updates tighten security, enhance usability, and better communicate the platform’s value proposition.; Week of 2025-09-15: The week centered on reorganizing the Deflow defi nodes and refining the UI, including the removal of the glass‑reflection effect. An attempt was made to add defi templates (pending further verification), and overall visual and structural updates were applied. These changes improve code organization and UI consistency.",dfx.json file found - indicates ICP/Dfinity project structure
kd-s-t/splitsafe,https://github.com/kd-s-t/splitsafe,3,3,1,7,"The README provides solid local‑development setup instructions (environment copy, npm install, dev server, scripts for balances, testing, and data seeding) and a concise feature list, which helps a new developer get the app running quickly. However, it lacks a clear project overview that explains the problem being solved, the architecture, or the intended audience. There is no integration guide for consuming the upcoming API or connecting to other services, and there are no contribution guidelines (e.g., how to submit PRs, coding standards, issue reporting). While the formatting and grammar are generally good, the missing high‑level description and contribution information keep the documentation from reaching a higher rating.","3 - Commits every week. Weekly development summary: Week of 2025-09-01: Implemented a full real‑time messaging and notification system built on a hybrid ICP‑Pusher architecture, delivering chat, escrow‑lifecycle events, unread‑count tracking, Sonner toast alerts with sound, a QR‑code modal for Bitcoin addresses, and AI‑assistant nickname parsing. The UI was overhauled with messenger‑style bubbles, auto‑scroll, input focus, loading states, profile‑picture/name generation, refined form validation, tooltips, and layout fixes. Extensive TypeScript/ESLint cleanup, security hardening, Husky pre‑push checks, consolidated authentication context, and added logging/debugging dramatically improved reliability, developer experience, and overall user responsiveness.; Week of 2025-09-08: This week we introduced new escrow UI pages (basic‑escrow and milestone‑escrow) with a modern, reusable component layout, added a nudge button for milestone recipients, and launched a new Associates/Contacts module complete with a contract, ICP‑principal validation, and frontend integration. At the same time we performed extensive cleanup—fixing TypeScript, ESLint and Motoko warnings, refactoring email services and shared utilities, renaming the repository, and updating documentation—while hardening security by removing Pusher secrets from the client bundle and moving all credentials into GitHub‑Actions‑driven SSM SecureString parameters. Together these changes deliver fresh functionality, tighter type safety and code quality, and a significantly more secure and maintainable codebase.; Week of 2025-09-15: Implemented full contract‑signing support for milestone recipients and overhauled the milestone escrow workflow—adding backend fields, upload/download UI, status icons, a simplified MilestoneManager, and refined lifecycle logic (active when all recipients have signed and the client approved, with new “Ongoing” badge and standardized recipient IDs). Stabilized the codebase and CI/CD pipeline by fixing extensive TypeScript, import/export, and ESLint errors, refactoring the component hierarchy, removing unused dependencies, and adding robust Docker, Terraform, SSM, and Pusher configuration and security handling. Delivered additional UI polish (loading indicators, email template updates, Bitcoin balance script), expanded documentation, and numerous bug fixes that improve reliability, maintainability, and overall user experience.",dfx.json file found - indicates ICP/Dfinity project structure
FathanAkram-app/BitSub,https://github.com/FathanAkram-app/BitSub,3,1,1,5,"The README provides a solid project overview, feature list, and a clear architecture diagram, which helps readers understand what the platform does. It includes some setup instructions (prerequisites and a one‑command script) and points to example integrations, giving a basic entry point for developers. However, the documentation is incomplete in several important areas: the “Access Application” URL is truncated, there are no detailed steps for local development (e.g., building the frontend, deploying individual canisters, configuring environment variables), no explicit integration guide beyond mentioning example files, and no contribution guidelines or information on how to run tests, lint, or submit pull requests. Grammar and formatting are generally good, but the missing sections prevent it from being a comprehensive guide. Hence it falls into the “Fair” category.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: Implemented integration with the real Bitcoin network, updating the wallet flow to use Bitcoin mainnet balances. This change replaces test‑net or simulated balances, allowing users to interact with actual Bitcoin funds. The overall impact is a functional shift from mock data to live Bitcoin transactions.",dfx.json file found - indicates ICP/Dfinity project structure
torpadeka/mitra-chain,https://github.com/torpadeka/mitra-chain,2,3,1,6,"The README provides a solid high‑level overview of the project—its purpose, the problem it solves, the solution features, and a visual architecture/user‑flow description. The writing is clear, well‑structured, and free of major grammatical issues.","3 - Commits every week. Weekly development summary: Week of 2025-09-01: Implemented extensive UI refinements across the Home, Profile, Register pages and navigation bar, plus a new theme‑toggle feature for consistent visual styling. The Profile page was stabilized by fixing a refresh‑redirect bug caused by a null user state, and a series of minor updates and fixes were applied throughout the app. These changes improve visual consistency, user experience, and overall reliability of core interfaces.; Week of 2025-09-08: Implemented the initial backend infrastructure for AI integration and laid the groundwork for ICRC support, updating core backend logic accordingly. Minor updates and bug fixes were applied across the codebase, and a merge from the main branch brought in the latest changes. These improvements establish the foundation for upcoming AI and ICRC features while stabilizing existing functionality.; Week of 2025-09-15: Implemented AI functionality while fixing a user registration bug and addressing issues in the authentication context. Completed the NFT feature, delivering a functional NFT component. Overall, the updates enhance user onboarding, security, and add new AI and NFT capabilities.",dfx.json file found - indicates ICP/Dfinity project structure
calimero-network/MeroDocs,https://github.com/calimero-network/MeroDocs,2,1,1,4,"The README provides a solid high‑level description of MeroDocs, its architecture, and core features (privacy‑first workflow, signature library, PDF handling, ICP integration, and AI chatbot). However, it lacks essential practical information: there are no setup or installation instructions for local development, no guide on how to run or build the project, no integration or API usage details, and no contribution guidelines or code of conduct. While the overall structure and formatting are clear, the missing sections are critical for developers who want to clone, test, or contribute to the project, resulting in a documentation quality that is limited and has significant gaps.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: Added AI‑driven legal chatbot and PDF‑embedding functionality, including a new ai_document_analysis canister with chunked contract analysis and semantic similarity search. Refactored the canister directory structure and backend to support multiple canisters, and upgraded deployment workflows with verification steps, improved logging, and error handling. Enhanced LLM integration, identity resolution, and client APIs for document embeddings and search.",dfx.json file found - indicates ICP/Dfinity project structure
WeGoWinPrikitiw/pico,https://github.com/WeGoWinPrikitiw/pico,3,0,1,4,"The README provides a decent overview of the project’s purpose, features, and high‑level architecture, listing the various canisters and AI‑driven capabilities. However, it lacks essential practical information: there are no step‑by‑step setup or local‑development instructions, no guide on how to integrate the platform with other services or how to deploy the canisters, and no contribution guidelines (e.g., code style, pull‑request process). The structure is fragmented, with incomplete sentences and formatting issues that affect readability. Overall, the documentation offers a basic project description but is missing several critical elements needed for developers to get started or contribute effectively.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
P4-Games/ChatterPay-ICP-Backend,https://github.com/P4-Games/ChatterPay-ICP-Backend,3,1,1,5,"The README provides a solid general description of the project and includes clear local‑development setup steps (installing requirements, cloning, installing DFX, starting a local network, and deploying canisters). The architecture diagram and component list help understand the system’s scope. However, it lacks several key elements: there are no integration instructions for how other services or front‑ends should interact with the backend APIs, no contribution guidelines (e.g., how to submit PRs, coding standards, testing procedures), and no information on testing, linting, or CI/CD. Grammar and formatting are generally good, but the missing sections prevent it from being a comprehensive developer guide. Hence it falls into the “fair” range.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: The EVM Service was upgraded with scroll support and owner‑controlled contract management, while type‑related errors were resolved. Documentation was significantly expanded, adding a detailed EVM service guide, a repository cover, and other clarifications. Minor updates and fixes further improve code reliability and overall project usability.",dfx.json file found - indicates ICP/Dfinity project structure
3wHub/voted-apps,https://github.com/3wHub/voted-apps,3,0,1,4,"The README provides a solid general description of the project, outlining the problem it addresses, its solution, and a detailed list of core features. The branding, badges, and visual elements make it inviting and clear. However, the documentation is missing several key elements required for a higher rating:",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
Zeegaths/Lipainvoice,https://github.com/Zeegaths/Lipainvoice,2,3,1,6,"The README provides a fairly detailed project description, outlining the overall purpose, authentication model, admin capabilities, and a high‑level view of the frontend structure and core features. However, it lacks essential documentation elements required for a developer to get started or contribute effectively. There are no setup instructions for local development (e.g., prerequisites, installation steps, build/run commands), no integration guide for using the application as a library or API, and no contribution guidelines (coding standards, pull‑request process, issue reporting, etc.). The document also appears truncated (it ends abruptly after “### Landing Page”), which further reduces its usefulness. Overall, while the high‑level description is clear, the missing practical guidance and incomplete content keep the score at a low 2.","3 - Commits every week. Weekly development summary: Week of 2025-09-01: This week we added ICRC‑21 consent message types with a new `icrc21_canister_call_consent_message` service method and integrated NFID IdentityKit, replacing Internet Identity with a unified `useAuth` hook and updating dashboard actor/query hooks to work with the new agent and user context. The dashboard UI was refactored—unused pages removed, navigation streamlined, and file‑upload/notification placeholders added—while invoice hooks received authentication, enhanced error handling, and toast notifications for clearer feedback. These changes improve consent handling, authentication flow, and overall user experience across the frontend.; Week of 2025-09-08: Added a new invoicing generation feature. Refactored the Dashboard and Invoice Creation components to improve data handling, invoice filtering, validation, and user feedback. Updated Sidebar and App components for more streamlined navigation.; Week of 2025-09-15: This week we introduced a public‑invoice API (`getPublicInvoice`) and integrated the Client Payment Portal into the main app, adding copy‑link functionality, unified ID generation, Bitcoin‑USD conversion fixes, and removing the legacy “My Wallet” sidebar and Reputation Overview. We refactored the codebase by adding the `@icp-sdk/core` dependency, consolidating invoice hooks under a new `useAgent` abstraction, updating Vite’s proxy, and overhauling dependencies—switching to the `k256` library, dropping unused Bitcoin crates, and cleaning up canister `.did` files and Cargo manifests. Together these changes streamline invoicing workflows, improve security and performance, and deliver a cleaner, more maintainable UI.",dfx.json file found - indicates ICP/Dfinity project structure
SudhanshuYadav174/AgriCart,https://github.com/SudhanshuYadav174/AgriCart.git,5,2,1,8,"The README provides a clear and thorough overview of the project, including a concise description of its purpose, architecture diagram, and the role of each component (React frontend, Supabase edge functions, ICP canister). It contains detailed local‑development setup instructions with all necessary npm scripts, environment variable definitions, and steps to start the local ICP replica, deploy the canister, seed data, and run the frontend. A scripts table makes command usage easy to understand. The verification flow explains how the pieces integrate at runtime, serving as an informal integration guide. Contribution guidelines are present (PR welcome, lint command, conventional commits), and security considerations are noted. The document is well‑structured with headings, tables, and code blocks, and the grammar/formatting are clean. Overall, it meets all the criteria for excellent documentation.","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: This week the core AgriQCert application was introduced, adding a complete React/TypeScript front‑end with dozens of UI components, multiple dashboard and page modules, authentication hooks, Supabase functions, and a Motoko canister definition. Deployment support for the Internet Computer was also added, including a new front‑end canister entry in dfx.json, local .dfx network configuration files, PowerShell/Bash deployment scripts, and npm scripts for local and IC deployment. Together these changes deliver a functional product baseline and enable immediate testing and deployment on the ICP network.; Week of 2025-09-15: This week the project added full Internet Identity (ICP) authentication support, introducing a new useICAuth hook, environment variables, and the @dfinity/auth-client dependency, and integrated IC auth throughout role‑based guards, the header, dashboard routing, and the login page to enable dual authentication alongside Supabase. UI components such as RoleGuard, RoleRedirect, AuthGuard, Header, and ExporterDashboard were updated to recognize IC‑authenticated users, display appropriate user info, and redirect them to the exporter dashboard. Additionally, several .dfx network state files were renamed/updated, and package manifests were adjusted to include the new ICP libraries.",dfx.json file found - indicates ICP/Dfinity project structure
Frascth/cvku.id,https://github.com/Frascth/cvku.id,2,2,1,5,"The README provides a sequence of installation and startup steps, which gives a basic local‑development setup (installing Node, Motoko, Ollama, pulling a model, starting DFX, deploying the canister). However, it lacks a general project description, any overview of what the project does, or its architecture. There is no integration guide, no instructions for how to use the deployed canister beyond “Launch the Resume Builder,” and no contribution guidelines, issue‑reporting process, or code‑style conventions. Formatting and grammar are also problematic (mis‑numbered list, unclosed code fences, inconsistent capitalization). Because of these significant gaps, the documentation falls into the “Limited documentation with significant gaps” category.","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: This week the certification service was refactored to accept a local‑id (`lid`) in add requests, return a structured `Response` with created data, and provide unified error handling for batch updates and deletions; the frontend store now tracks this `lid`, generates it client‑side for optimistic updates, and adds an `areHandlersReady` check to ensure all handlers are initialized before loading a resume. UI components for certifications, education, skills, and work experience were updated to use the new `isBackendId` utility (disabling delete actions for unsaved items) and to simplify auth loading logic, while the AuthProvider was cleaned up with clearer environment‑variable handling. Overall, the changes introduce optimistic UI for certifications, improve backend‑frontend contract consistency, and tighten initialization and authentication flows.; Week of 2025-09-08: Implemented a new assessment feature, enabling creation and management of assessments within the system. This addition expands the platform’s capabilities for evaluating content or performance. Overall, it introduces a core functionality that supports structured assessment workflows.; Week of 2025-09-15: Implemented an Analytics Dashboard for richer data visualization, added a public link to the community job connector, and introduced a new front‑end “spark” feature, while also delivering minor updates and fixes across the platform. These enhancements expand functionality, improve user interaction, and strengthen community connectivity. Overall, the week’s work boosts analytics capabilities and refines existing features for a smoother user experience.",dfx.json file found - indicates ICP/Dfinity project structure
prometheus-protocol/prometheus-protocol,https://github.com/prometheus-protocol/prometheus-protocol,2,3,1,6,"The README provides a high‑level overview of the project’s goals, key achievements, and a feature table, which gives a decent sense of what the Prometheus Protocol is and why it matters. However, it lacks essential practical documentation:","3 - Commits every week. Weekly development summary: Week of 2025-09-01: Added a new usage‑tracker feature (PR 30‑31) with numeric allowance validation fixes and introduced an ICRC token that serves as the underlying asset for pre‑MCPT tokens, expanding token handling capabilities. The bounty system was hardened: claiming a bounty now locks it for subsequent attestations, and audits are enforced to require a claimed bounty before they can be attested. Documentation links were added, unused authentication/audit credentials were removed, the lockfile regenerated, production canister deployment was completed, and test coverage was improved with minor adjustments.; Week of 2025-09-08: This week we added sponsor buttons, unified breadcrumb navigation, a revamped app‑store submission flow for attestations, a full bounty and audit workflow with an Audit Hub, and a new app‑bounties canister backend. We also launched several leaderboard features (static and 9‑8 rankings) for MCP canisters, tool users, and general users, refactored the points system to a usage‑statistics model, switched the token economy to USDC, and refreshed avatars to a pixel‑art style. Minor test clean‑ups, lockfile regeneration, and UI build fixes rounded out the release, delivering improved UI consistency, richer financial handling, and new competitive elements across the platform.; Week of 2025-09-15: This week we added a searchable interface with server‑statistics views, OAuth end‑to‑end URL handling, automatic deployment of apps and canisters after successful build verification, and a feature that assigns the Wasm controller to the owner of a deployed server. We also tightened Wasm payloads to a 1 MiB chunk limit, refreshed UI icons, cleaned up app‑store types and debug comments, and fixed type‑checking errors in Zod forms and test definitions. Together these changes improve data discovery, deployment stability and security while streamlining the release pipeline and raising overall code quality.",dfx.json file found - indicates ICP/Dfinity project structure
BlockChainTechBrazil/PetID-ICP,https://github.com/BlockChainTechBrazil/PetID-ICP,2,2,1,5,"The README provides a brief overview of the project’s components, a roadmap, usage flow, and a team section, which gives some context and a sense of what the application does. However, it lacks essential documentation elements:","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: This week a full health‑records module was added, introducing a new HealthPage, HealthForm components, and integrating them into the profile’s MedicalPanel and navigation menu. The AuthContext was expanded to store health records, manage session expiration, and provide a backend actor creator, while translation files and the Vite environment configuration were updated accordingly. Additionally, the Internet Identity candid interface was extended with generic OpenID configuration support.; Week of 2025-09-08: Added a new Medical History and Vaccines feature, enabling the system to record and manage patients' medical background and vaccination records. This enhances comprehensive patient data tracking and supports better healthcare decision‑making.; Week of 2025-09-15: This week introduced a “Document for Pet” feature and refined core rendering by refactoring the Infinity Canvas library, its canvas component, and the initial genealogy module, while also improving the document UI for a cleaner, more functional interface. Additionally, the icon set and overall iconography were overhauled to boost visual consistency across the application. Together, these changes enhance both the functional capabilities (pet documentation and genealogy tracking) and the visual polish of the UI.",dfx.json file found - indicates ICP/Dfinity project structure
nitinc264/WCHL-National-Round,https://github.com/nitinc264/WCHL-National-Round,3,0,0,3,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
lavu-create/Clario,https://github.com/lavu-create/Clario,2,1,0,3,"The README provides a clear project structure, team roster, a basic Git workflow, and a list of future enhancements, which gives a decent overview of the repository layout and who is working on what. However, it falls short on several critical documentation elements:","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: This week we delivered several minor updates and bug fixes that improve the stability and performance of existing features. While no major new functionality was introduced, the refinements enhance the overall user experience and maintainability of the codebase.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
SafeGiantJacket/CarbonX,https://github.com/SafeGiantJacket/CarbonX,2,1,1,4,"The README provides a solid high‑level overview of the CarbonX project, its purpose, and a detailed list of recent features. It describes the various canisters, UI components, and advanced capabilities (AI fraud detection, IoT integration, etc.), which gives readers a good sense of what the system does.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: Implemented a suite of professional frontend components—including notifications, activity feed, batch actions, export/reporting, dark‑mode toggle, a fractional marketplace panel, and a new canister‑actor library—and expanded the backend canisters with fractional credit handling, royalty logic, metadata updates, audit/history tracking, and additional endpoints for issuance, marketplace, registry, and retirement. The README was revised to showcase these final add‑ons, role‑based permissions, and AI‑based fraud detection. Together, the changes make CarbonX enterprise‑ready, providing full UI integration for fractional trading and enhanced auditability.",dfx.json file found - indicates ICP/Dfinity project structure
https://github.com/easydapp,https://github.com/easydapp,0,0,0,0,Error during evaluation: list index out of range,Error during evaluation: list index out of range,Error during evaluation: list index out of range
SpaceCoupe55/LastPing233,https://github.com/SpaceCoupe55/LastPing233,3,0,1,4,"The README provides a solid project overview, feature list, architecture summary, and some visual screenshots, which give readers a good sense of what the dApp does. It also includes a brief “Getting Started” section with prerequisites and the first two installation steps (cloning the repo and installing Node dependencies). However, the setup instructions are incomplete—the “Start local replica” command is cut off and there are no further steps for building the Motoko canister, deploying to the local replica, or running the frontend. There is no integration guide for developers who might want to use the token or the dead‑man's‑switch logic in other projects, and there are no contribution guidelines, code of conduct, testing instructions, or release/versioning information. Grammar and formatting are generally fine, but the missing critical sections prevent the documentation from being fully usable for developers. Hence, it falls into the “Fair” category.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
prp101/develo-dao,https://github.com/prp101/develo-dao,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
https://github.com/suDAO-WCHL,https://github.com/suDAO-WCHL,0,0,0,0,Error during evaluation: list index out of range,Error during evaluation: list index out of range,Error during evaluation: list index out of range
ndrewantonio/encoteki-whcl-2025,https://github.com/ndrewantonio/encoteki-whcl-2025,0,0,1,1,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
danielabrahamx/Paramify,https://github.com/danielabrahamx/Paramify/tree/icp-secure,4,1,1,6,"The README provides a solid project overview, clear feature list, and thorough setup instructions for both local development and GitHub Codespaces—including prerequisites, step‑by‑step commands for starting the Hardhat node, deploying and funding the contract, and launching the backend and frontend services. The structure is logical with headings, code blocks, and a quick‑deployment summary that aids readability.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-01: Added a new `README-ICP.md` (423 lines) providing a full guide for ICP deployment, including prerequisite installations, automated and manual deployment steps, testing, troubleshooting, architecture overview, production guidance, and security considerations. This documentation enhances onboarding and simplifies local and production deployments for the ICP migration. No code changes were made beyond the added guide.",dfx.json file found - indicates ICP/Dfinity project structure
divin3circle/optic,https://github.com/divin3circle/optic,2,2,1,5,"The README provides a good overview of the project’s purpose, features, and high‑level architecture (e.g., multi‑canister design, technology stacks, and deployment links). However, it lacks several critical sections required for a comprehensive developer‑focused README:","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: Added a new **JoinGroup** page and route (including an invite‑link copy button in GroupProfile) and introduced a useGetChatRoom hook. Enhanced data freshness across the app by adding refetchInterval and staleTime to useUser, usePersonalChats, useGroupChatMessages, and usePersonalChatRooms hooks, and removed unused imports. Also fixed a minor error‑message typo for consistency.; Week of 2025-09-15: This week the chat system was extended to support image media: a MediaModal component and inline image rendering were added to MessageBubble, and MessageInputBar now uses use‑file‑picker to upload images, clears the media URL after sending, and integrates a new useUploadMedia hook. Backend message definitions and the send_personal_message update were modified to include an optional mediaUrl field, and corresponding TypeScript types were updated. The project also added the use‑file‑picker dependency, introduced a media‑canister hook/interface, and refined several query hooks and UI components for error handling and styling.",dfx.json file found - indicates ICP/Dfinity project structure
zatchone/blocktrace-app,https://github.com/zatchone/blocktrace-app,3,2,1,6,"The README provides a solid overview of the project’s purpose, architecture, tech stack, and core features, which gives readers a clear sense of what the system does and how it’s structured. However, it lacks essential practical information: there are no step‑by‑step setup or installation instructions for running the code locally, no guidance on how to configure the ICP environment, no integration or API usage guide, and no contribution guidelines (e.g., how to submit issues or pull requests). While the formatting and grammar are generally good, the missing “Getting Started,” “Installation,” and “Contributing” sections are significant gaps, preventing developers from easily onboarding or contributing. Consequently, the documentation is fair but incomplete.","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: This week the team delivered major ICP capabilities—including HTTP outcalls for supplier verification, advanced ESG timers, t‑ECDSA cross‑chain verification, and an ESG‑integrated PDF passport export with certificate download—while fixing NFT ID handling to start from 0. They also launched a full suite of professional UI pages (About, Features, Pricing, Demo, Roadmap) with a glass‑morphic neon redesign and completed WCHL25 documentation and business‑model materials. Together these enhancements boost backend functionality, polish the user experience, and make the product business‑ready for investors and judges.; Week of 2025-09-15: The project was moved to mainnet, adding live URLs and updating the canister IDs (including a production‑ready `key_1` for t‑ECDSA) in the backend code. Documentation was expanded with deployment details, revenue projections, technical challenges, and new architecture/user‑flow diagrams, plus a `canister_ids.json` file. These changes finalize the supply‑chain tracking canister for production while keeping the NFT passport component pending due to cycle constraints.",dfx.json file found - indicates ICP/Dfinity project structure
iconworldwide/rwa-icp,https://github.com/iconworldwide/rwa-icp,4,0,0,4,"The README provides a clear project overview, lists the main features, and specifies the technology stack. It includes solid setup instructions for local development (Node version, dependency installation, and how to start the dev server). The project structure is outlined, and a brief contribution note is present.",No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
