original_job_id,job_id,title,institution,company_id,location,experience_years_required,experience_level,field_of_study,salary_min,salary_max,published_at,expires_at,status,real_total_applicants,real_total_engagements
2700000001-101100000000000000-00003,2e28ea5e-61bf-5764-ab12-e395a828af4a,Lab Technician at District Level,MINISTRY OF YOUTH AND ARTS,11d0986b-ce1b-5ee5-96a1-273f38f93021,Kayonza,1,entry,Health and Welfare (Health and Medical Sciences),425000,506252,18/06/2026,16/01/2027,active,18,18
4000000000-801102230000000000-00066,dafa301a-813c-5c1f-9b11-33ddb93a6bdf,Finance and Administration Officer,NGOMA DISTRICT,2cba1cd1-01b2-585b-a41f-40719659af36,Ngoma,0,entry,"Business, Administration and Law",220000,268819,11/07/2026,09/12/2026,active,1111,1111
1600000000-111101110010000000-00027,d8b19b4d-453e-5cfc-aae3-a5b0f6b8ffd8,Public Health Emergency Coordination Specialist,Ministry of Health,569d7a80-d68b-525d-b2c7-e6a8c7d11404,Rusizi,3,mid,"Natural Sciences, Mathematics and Statistics",475000,557054,01/11/2026,25/06/2027,active,141,141
2902000000-140100000000000000-00058,0d0fe928-55e2-580f-a98a-e06472e20700,Administrative Assistant,Rwanda Water Resources Board,bc03a799-837d-5602-a105-0d3bc3efda7b,Gicumbi,0,entry,"Business, Administration and Law",220000,272881,06/07/2026,18/12/2026,active,367,367
2500001002-210100000000000000-00002,ddffd1ee-c337-52ab-996a-01f12a49fd60,Project Accountant,Ministry in charge of Emergency Management,89ef17e7-ce34-5e50-93b4-b34fe9fb998c,Huye,0,entry,"Business, Administration and Law",220000,307112,04/08/2026,03/12/2026,active,1077,1077
7000000000-801203100000000000-00311,31f57af4-db60-524c-a4ec-b964be2507d0,Building Structure Assessment Engineer,CITY OF KIGALI,b483bb3a-2b51-5e1c-9ff4-3e206ca73582,Kicukiro,0,entry,"Engineering, Manufacturing and Construction",220000,268254,01/09/2026,13/12/2026,active,2205,2205
5900000000-801105120000000000-00077,34b208af-39f8-59af-9b05-6720affd6402,Business Development and Employment Promotion Officer,NYAMASHEKE DISTRICT,df7f48ff-d7a0-5e14-bcac-b031721cb870,Nyamasheke,0,entry,Education,220000,264172,27/07/2026,07/12/2026,active,2068,2068
4400003001-201012020000000000-00163,c6431d38-78c7-5bbe-b58b-6f3f1b7f11f8,Cashier A2,KIREHE District,3fcb36e2-946d-5fa4-8f12-4daf1e0ee358,Gicumbi,0,entry,"Business, Administration and Law",220000,299600,07/09/2026,30/03/2027,active,948,948
2306000000-901201010000000000-00042,33ca0b07-c401-5235-8ae2-8578c2d9dc87,Secretary at Mutobo Demobilization center,RWANDA DEMOBILIZATION AND REINTEGRATION COMMISSION,163d42bb-aceb-596c-afd9-e2b43bb5cc68,Huye,0,entry,"Business, Administration and Law",220000,270281,05/09/2026,16/01/2027,active,594,594
6100000000-801101020000000000-00035,f2e43c02-53ad-5248-bab9-74aebae07c9b,IT/MIS Officer,BURERA DISTRICT,c4128617-4671-5d0c-90db-21350d0dfb04,Burera,0,entry,"Engineering, Manufacturing and Construction",220000,273162,05/08/2026,31/01/2027,active,145,145
5300003001-202101000000000000-00166,85a0d0cb-3be4-582b-95b0-05421d957b2e,Accountant,NYARUGURU DISTRICT,be6df96d-d4e7-5e8f-904a-ef4f3521a93b,Musanze,0,entry,"Business, Administration and Law",220000,270137,20/09/2026,28/02/2027,active,44,44
6400000000-308811011800000000-00069,59b479ef-65b9-5be1-8f97-979d4dcab4db,Agriculture and Natural Resources Officer,RULINDO DISTRICT,32c88a44-7bc5-50d7-8d85-9b6ba845ba1d,Bugesera,0,entry,"Business, Administration and Law",220000,296279,16/07/2026,22/11/2026,active,817,817
5900000000-801105070100000000-00058,17460236-99ef-522a-895d-1aff6ebcc34d,Disability Mainstreaming Officer,NYAMASHEKE DISTRICT,df7f48ff-d7a0-5e14-bcac-b031721cb870,Nyamasheke,0,entry,Education,220000,253031,11/06/2026,26/09/2026,active,366,366
1605000000-901102000000000000-00033,b18ae1f9-4ee9-5b38-9c99-e5820d29b4d8,Administrative Assistant to the Head of Biomedical Services Department,RWANDA BIO MEDICAL CENTER,fff3e870-09bd-55ae-a770-c558a61b9c12,Huye,0,entry,"Business, Administration and Law",220000,254313,14/09/2026,20/03/2027,active,280,280
7000000000-801203080000000000-00330,ee52586f-2524-5b82-acb6-292365ac805d,Administrative Liason Officer,CITY OF KIGALI,b483bb3a-2b51-5e1c-9ff4-3e206ca73582,Burera,0,entry,"Business, Administration and Law",220000,303751,15/09/2026,27/12/2026,active,21,21
1419004000-312050150100000000-00238,0e5d7d69-4385-5337-aa69-28ea1ad3aa65,Lecture in Animal Heath,RP HUYE COLLEGE,81a1dad5-202f-5060-bf35-06a535fa2045,Huye,5,senior,"Business, Administration and Law",525000,670622,22/10/2026,30/03/2027,active,5,5
1601000000-201030000000000000-00005,5c3e926f-ccac-5a5e-9b32-a23382d34c4a,Fleet Management Officer,CENTRAL UNIVERSITY HOSPITAL OF KIGALI,29616e3e-5b8f-597b-9988-05cd7dd37c14,Rusizi,0,entry,"Natural Sciences, Mathematics and Statistics",220000,258125,08/08/2026,12/12/2026,active,193,193
1419005000-312063000000000000-00145,b0279fad-8f9a-5bc4-9a88-22e58dcd12ff,Lecturer in Automobile Technology,RP NGOMA COLLEGE,52e7313f-4639-5d79-bad8-2615e3b7e280,Ngoma,3,mid,"Engineering, Manufacturing and Construction",475000,559815,28/09/2026,07/02/2027,active,4,4
1603000000-201802000000000000-00007,237c78df-b0f2-51a6-b6bd-6a4cfbe24106,Logistics Officer,NEURO PSYCHIATRIC TEACHING HOSPITAL CARAES NDERA,cbdc2732-c253-5564-aa7f-c104f4d6409f,Rutsiro,0,entry,"Business, Administration and Law",220000,255820,09/10/2026,24/03/2027,active,49,49
4700003001-201010000000000000-00006,e76a2c4e-98eb-5f57-99db-59842a3bf02b,Quality Improvement Officer,HUYE DISTRICT,8389d518-a63f-5b73-b6aa-59f323787365,Huye,0,entry,"Business, Administration and Law",220000,275325,17/06/2026,04/12/2026,active,227,227
6000003001-020000001600000000-00002,d7ff3840-9354-5f9b-b760-f25f4660954e,Cashier A2,RUTSIRO District,19087e75-e078-5bad-9dcc-999331552532,Rutsiro,0,entry,"Business, Administration and Law",220000,296790,22/06/2026,15/10/2026,active,441,441
2701000000-901202000000000000-00019,836e6d93-4f76-55a3-ae48-406870818b6c,Museum Management Specialist,RWANDA CULTURAL HERITAGE ACADEMY,38eee470-33b6-5762-b22e-90e46dbfbd16,Gicumbi,3,mid,"Business, Administration and Law",475000,652775,11/06/2026,09/09/2026,active,28,28
5400003001-211000000000000000-00014,26f3ce47-a7df-5623-b8e0-9e2cc3354a2b,Quality Improvement Officer,RUSIZI DISTRICT,ccdd88e7-36d4-5f77-8419-148f566e219f,Rusizi,0,entry,Health and Welfare (Health and Medical Sciences),220000,269851,30/09/2026,23/04/2027,active,16,16
6000000000-812301012303000000-00324,86bde719-bb7c-564c-b962-876ef8d90dcf,Socio-Economic Development Officer,RUTSIRO District,19087e75-e078-5bad-9dcc-999331552532,Rutsiro,0,entry,Education,220000,289754,20/09/2026,02/04/2027,active,8442,8442
5900003001-020000000800000000-00014,be6fcd6e-fbc5-5c4d-9531-89bac3c7d8aa,Social Worker A2,NYAMASHEKE DISTRICT,df7f48ff-d7a0-5e14-bcac-b031721cb870,Nyamasheke,0,entry,Health and Welfare (Health and Medical Sciences),220000,305485,24/10/2026,10/03/2027,active,318,318
1412009000-301202000000000000-00031,3611b7d8-6f8a-579f-b846-25b403937723,Admission & Registration Officer,RP MUSANZE COLLEGE,989442ff-65f9-5a8f-b7be-b738789db8ba,Musanze,3,mid,Education,475000,624466,25/07/2026,29/11/2026,active,632,632
1417000000-301101090103000000-01075,069e68f5-9698-5ee3-bc59-b0f37f0297b5,Network Administrator  Rukara Campus- Rukara Campus,UNIVERSITY OF RWANDA,b48f5840-b3ad-581e-977f-655b68b83732,Karongi,0,entry,"Natural Sciences, Mathematics and Statistics",220000,299869,28/07/2026,18/02/2027,active,566,566
1417000000-301101090105000000-02291,266f6202-db9f-59fa-9446-4282ae249d49,Health & Safety Officer   Rukara Campus- Rukara Campus,UNIVERSITY OF RWANDA,b48f5840-b3ad-581e-977f-655b68b83732,Gicumbi,0,entry,"Natural Sciences, Mathematics and Statistics",220000,283379,06/10/2026,01/06/2027,active,0,0
1804000000-090102000000000000-00038,191385f7-c32f-5161-b888-77b60db27963,Building Quality Assurance  Specialist,RWANDA HOUSING AUTHORITY,56d2f24d-b50d-5a99-94e4-02af46b5acaf,Rubavu,3,mid,"Engineering, Manufacturing and Construction",475000,583002,23/07/2026,01/12/2026,active,120,120
2201001001-901300000000000000-00003,bca05af5-8fbf-5dc7-b2d3-7adc390b8ffd,Ecosystem Recovery & Pollution Management Program Manager,RWANDA ENVIRONMENT MANAGEMENT AUTHORITY,42d71c20-d5d9-5490-ab5d-33c95b2de8c7,Musanze,5,senior,"Natural Sciences, Mathematics and Statistics",525000,675321,24/06/2026,21/12/2026,active,1,1
1412002000-312063000000000000-00271,485906a9-2942-552a-8af0-b6022a34edb7,LAB assistant  in Simulation & Modeling LAB,RP TUMBA COLLEGE,b4ac750b-a2c8-509c-a7d2-ba186be70088,Rutsiro,0,entry,Information and Communication Technologies (ICTs),220000,274300,18/06/2026,13/11/2026,active,40,40
6600003001-020000002200000000-00004,cc85af58-4da1-530c-8732-fecefc824512,"Planning, M&E Officer",RUHANGO DISTRICT,47f78d9e-5fd5-57bf-aa7f-abb47fe487df,Nyamagabe,0,entry,"Business, Administration and Law",220000,282539,01/07/2026,07/10/2026,active,59,59
4500000000-801101210000000000-00066,8923fda5-fa93-50b8-9be2-9e529cf895c4,Finance and Administration Officer,NYAGATARE DISTRICT,ea57dad2-1ad5-5d85-b3e2-419c988cf789,Nyagatare,0,entry,"Business, Administration and Law",220000,285975,24/06/2026,27/10/2026,active,39,39
7000000000-801201010000000000-00343,4ad3d51f-7480-54b2-a8c3-6477a0a71fb1,Advisor to the Executive Organ,CITY OF KIGALI,b483bb3a-2b51-5e1c-9ff4-3e206ca73582,Huye,3,mid,"Business, Administration and Law",475000,583287,16/08/2026,09/12/2026,active,3,3
6600003001-216001000000000000-00146,dd44e20c-2f41-5469-92a7-97298c148925,Social Worker A2/A1,RUHANGO DISTRICT,47f78d9e-5fd5-57bf-aa7f-abb47fe487df,Gicumbi,0,entry,"Natural Sciences, Mathematics and Statistics",220000,259966,05/06/2026,01/01/2027,active,0,0
2306000000-901202000000000000-00029,78d3092f-c7b4-54db-b35d-6df420335b64,Accountant,RWANDA DEMOBILIZATION AND REINTEGRATION COMMISSION,163d42bb-aceb-596c-afd9-e2b43bb5cc68,Karongi,0,entry,"Business, Administration and Law",220000,280372,02/07/2026,15/01/2027,active,846,846
1412001000-301205020000000000-00086,25b942da-c0ef-5f91-b9dc-3235957fa991,Assistant Lecturer in Construction Technology,RP KIGALI COLLEGE,98dd66ee-6500-5d25-ae65-e5c8c8b7e2ca,Nyagatare,3,mid,"Engineering, Manufacturing and Construction",475000,570752,29/06/2026,30/09/2026,active,7,7
1605000000-901400000000000000-00164,dcd3e2b8-fedf-5e57-a17c-b7f885142dea,Anesthesiologist & Nurse,RWANDA BIO MEDICAL CENTER,fff3e870-09bd-55ae-a770-c558a61b9c12,Kicukiro,0,entry,Information and Communication Technologies (ICTs),220000,294157,27/09/2026,04/02/2027,active,1201,1201
1000000000-101104000000000000-00028,c2947be3-18e4-540f-856f-e2a89c3c8cdd,Downstream Petroleum Policy Specialist,Ministry of Trade and Industry,681ca0ab-1c89-5862-994f-4cb0a2998110,Muhanga,3,mid,"Business, Administration and Law",475000,638994,01/10/2026,24/02/2027,active,439,439
1001000000-140201020000000000-00141,ac068ed6-08b5-5f44-8400-e3fc0ef132eb,"Director of Agriculture,Chemistry and Environment Standards Unit",RWANDA STANDARDS BOARD,2359a6c3-9b45-5036-9b52-03c3fd918bfc,Gasabo,3,mid,"Natural Sciences, Mathematics and Statistics",475000,585125,06/10/2026,19/05/2027,active,427,427
1432000000-101104000000000000-00017,33d4d1a7-23e7-54f2-b233-1a9235e32581,Financial Management Specialist,Ministry of Education,22bcc10b-e8c4-5b9e-9294-54c41b569b8b,Rutsiro,3,mid,"Business, Administration and Law",475000,609482,26/08/2026,23/02/2027,active,804,804
1001000000-140201040000000000-00164,133c285b-54b4-5331-b579-d5fb2dd3e78e,Standards Training and Technical Assistance Officer in Food Safety Management System field,RWANDA STANDARDS BOARD,2359a6c3-9b45-5036-9b52-03c3fd918bfc,Gasabo,0,entry,Education,220000,259615,10/06/2026,12/11/2026,active,400,400
2313000000-901100000000000000-00010,901a8cd5-383a-556a-baa9-1420150946c8,M&E Officer,NATIONAL IDENTIFICATION AGENCY,e6d8f53d-50ab-5bba-b997-4a5850719b44,Kayonza,0,entry,"Business, Administration and Law",220000,303864,26/06/2026,16/10/2026,active,1007,1007
0901001005-140000000000000000-00018,5e4f35bc-f1cd-549d-8d04-508ef33687a7,Agronomist and FFs Specialist,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Burera,5,senior,"Agriculture, Forestry, Fisheries and Veterinary",525000,607883,16/06/2026,07/01/2027,active,154,154
1305000000-901203020000000000-00149,5fcb3d59-bb7a-5509-9f2d-ccc8eb42013d,Ballistics & Tool Marks Officer,RWANDA FORENSIC INSTITUTE,b2a87346-fef0-58cd-bd70-b253216f0f8a,Kayonza,0,entry,"Natural Sciences, Mathematics and Statistics",220000,307142,12/10/2026,01/06/2027,active,325,325
1417000000-301101080901000000-02055,e325feb0-46d7-51fd-af1e-956af444f701,Lecturer Department of Veterinary Medicine- CAVM,UNIVERSITY OF RWANDA,b48f5840-b3ad-581e-977f-655b68b83732,Bugesera,3,mid,Health and Welfare (Health and Medical Sciences),475000,654233,15/10/2026,10/02/2027,active,6,6
0901000000-140501060000000000-00205,c149526c-3041-5afb-bcbb-d3c2ef6c7974,Tea Breeder Assistant Research Fellow,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Rusizi,0,entry,"Natural Sciences, Mathematics and Statistics",220000,291432,04/10/2026,23/02/2027,active,8,8
4400000000-803200000000000000-00322,04717c5a-7e67-5073-a975-e31ee83c5e39,Secretary and Customer  care Officer,KIREHE District,3fcb36e2-946d-5fa4-8f12-4daf1e0ee358,Gicumbi,0,entry,"Business, Administration and Law",220000,277143,21/06/2026,10/10/2026,active,731,731
2201001001-901202000000000000-00001,5021fe66-49d7-51a8-9055-6fab5612d782,Rural Settlements Climate Proofing Project Manager,RWANDA ENVIRONMENT MANAGEMENT AUTHORITY,42d71c20-d5d9-5490-ab5d-33c95b2de8c7,Huye,6,senior,"Business, Administration and Law",550000,702232,11/06/2026,28/11/2026,active,473,473
4000000000-801102150000000000-00076,590697eb-e07e-5e1b-a262-eac5aa43436c,Civil registration and Notary,NGOMA DISTRICT,2cba1cd1-01b2-585b-a41f-40719659af36,Ngoma,0,entry,"Business, Administration and Law",220000,255694,29/07/2026,17/01/2027,active,289,289
1303000000-601101020000000000-00012,23b0d52d-fc63-5c28-bf93-348412796340,Legislative Translation Specialist,Rwanda Law Reform Commission,317594ab-2f3d-5fd2-add5-77d9f0ec58b2,Bugesera,3,mid,"Natural Sciences, Mathematics and Statistics",475000,546840,14/10/2026,12/02/2027,active,78,78
6500003001-227103000000000000-00053,933fa13d-3125-59f2-aec7-91f3771988f3,Director of Administration and Finance,GAKENKE DISTRICT,1f377f27-ab0e-5f6d-81f2-96b0efeb9b09,Gakenke,3,mid,"Business, Administration and Law",475000,565082,25/10/2026,11/04/2027,active,4,4
4700003001-201012000000000000-00029,235b6eb6-e5aa-57ec-8763-7156b14e2360,"Nurse, Head of Department/Matron A1/A0",HUYE DISTRICT,8389d518-a63f-5b73-b6aa-59f323787365,Huye,0,entry,Health and Welfare (Health and Medical Sciences),220000,263282,03/09/2026,27/02/2027,active,120,120
7400000000-901000000000000000-00072,0b72f833-7e79-5c3a-b24d-d5ba28bab572,Recovery Officer,SPECIAL GUARANTEE FUND,b2daaded-ded5-5e75-9704-a538ea0f341d,Kicukiro,0,entry,"Business, Administration and Law",220000,288149,16/06/2026,10/12/2026,active,2693,2693
0901000000-140501060000000000-00206,f3e195b8-eb92-56ef-8d2c-8f7ce9e2c271,Traditional Export Crops Pathologist Assistant Research Fellow,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Burera,0,entry,"Natural Sciences, Mathematics and Statistics",220000,287698,13/06/2026,31/10/2026,active,7,7
1800000000-101101040000000000-00026,0dcfa163-0bd9-5636-8a15-edc8c92fe7ab,Water Transport Senior Engineer,Ministry of Infrastructure,02256b11-7514-502e-85c5-4b5ed28c00b5,Gicumbi,3,mid,"Business, Administration and Law",475000,664674,03/06/2026,18/10/2026,active,8,8
1413000000-901050000000000000-00170,8074c7c2-8354-5003-9e1e-ab3f39de54a9,History teacher  A0,RWANDA BASIC EDUCATION BOARD,095aeb11-7497-50e3-9448-15f9a12a6d07,Kicukiro,0,entry,Education,220000,286203,28/08/2026,30/12/2026,active,3929,3929
1413000000-901050000000000000-00178,02bfadef-018a-5840-8cb7-6e02927369ca,Social Studies teacher  A0,RWANDA BASIC EDUCATION BOARD,095aeb11-7497-50e3-9448-15f9a12a6d07,Nyagatare,0,entry,Education,220000,267033,25/08/2026,17/02/2027,active,2846,2846
4900003001-020000000200000000-00010,690670cf-4d4b-51ad-8c3a-14b923199ffe,Human Resources and salaries Officer,GISAGARA DISTRICT,94bd2c31-0100-5f48-baa1-b15508b12050,Rubavu,0,entry,"Business, Administration and Law",220000,301649,12/10/2026,03/03/2027,active,2,2
5500003001-020000000600000000-00053,255fcce8-5366-5ca5-b1d7-9d6fafc268ba,Data Manager A1/A0,NYABIHU DISTRICT,3072086c-23c7-5d94-ab83-8a26850e0780,Kayonza,0,entry,"Business, Administration and Law",220000,268972,07/07/2026,27/11/2026,active,1825,1825
1903000000-115010400000000000-00089,7766d78e-49c5-5e66-8b6b-2bb5840f8f2f,Database and Application Administrator,RWANDA INFORMATION SOCIETY AUTHORITY,9bb84a42-8cd4-5d59-80cf-5b9583db52fa,Gasabo,0,entry,"Business, Administration and Law",220000,280906,03/09/2026,27/03/2027,active,1461,1461
4400003001-201011020000000000-00029,d64ed6a6-6772-5e5c-9fc1-3fcf6e17a47f,"Nurse, Head of Department/Matron A1/A0",KIREHE District,3fcb36e2-946d-5fa4-8f12-4daf1e0ee358,Kayonza,0,entry,Health and Welfare (Health and Medical Sciences),220000,282439,25/09/2026,15/01/2027,active,94,94
2902000000-140101000000000000-00008,4b4625de-dfd2-5680-88ad-be6ffc9cb817,Water Modeling Specialist Team Leader,Rwanda Water Resources Board,bc03a799-837d-5602-a105-0d3bc3efda7b,Rusizi,5,senior,"Business, Administration and Law",525000,619200,21/10/2026,20/05/2027,active,57,57
5700000000-801010111400000000-00313,84ed12ba-28b4-53f2-aba1-ad2c035b923f,Good Governance and Specific Programs Officer,KARONGI District,850a9fe3-e6e6-5af6-a956-e50c7dad50c9,Karongi,0,entry,"Business, Administration and Law",220000,297252,20/09/2026,16/03/2027,active,1605,1605
5900003001-225102010000000000-00017,7cac55a9-b0b8-50d7-a36b-4370e8b43ce5,Quality Improvement Officer,NYAMASHEKE DISTRICT,df7f48ff-d7a0-5e14-bcac-b031721cb870,Nyamasheke,3,mid,"Natural Sciences, Mathematics and Statistics",475000,576166,25/10/2026,19/04/2027,active,55,55
0302000000-060100000000000000-00007,fd2ec09a-ff89-5e30-898f-d22affab20de,Human Resource Management Oversight & Research Specialist,NATIONAL PUBLIC SERVICE COMMISSION,d7ad4463-4b94-51eb-bd41-130265091cdd,Gasabo,3,mid,"Business, Administration and Law",475000,590803,20/07/2026,11/01/2027,active,11,11
1209000000-090300000000000000-00022,537c09f0-c572-5d26-a11a-08491721ce2d,IT Help Desk Officer,FINANCIAL INTELLIGENCE CENTRE,4a43726d-1f14-58f4-882e-0a55b936c42d,Rutsiro,0,entry,"Business, Administration and Law",220000,285935,09/08/2026,11/11/2026,active,515,515
2207001000-101600000000000000-00055,7293fcf0-7db2-593e-bc74-cb24c2934640,Agriculture Insurance Specialist under contract,Ministry of Agriculture and Animal Resources,295f89bb-3f1d-59fc-8ae0-fff16654af42,Karongi,3,mid,Health and Welfare (Health and Medical Sciences),475000,569814,13/10/2026,27/05/2027,active,141,141
1412002000-030000000000000000-00030,fb053268-8e16-51b2-bb23-7106e33f8313,Nurse A0,RP TUMBA COLLEGE,b4ac750b-a2c8-509c-a7d2-ba186be70088,Nyamagabe,0,entry,Health and Welfare (Health and Medical Sciences),220000,280266,31/07/2026,09/03/2027,active,90,90
1606000000-999011010110000000-00062,442c5fd8-12b3-58bb-931f-6e52a5f2ee36,Public Health and Laboratory Chemicals Registration Specialist,RWANDA FOOD AND DRUGS AUTHORITY,0ca9c11c-8d09-5737-9fd5-50da983015af,Karongi,3,mid,"Natural Sciences, Mathematics and Statistics",475000,593555,24/09/2026,13/02/2027,active,4,4
2500001002-210100000000000000-00012,0f344605-33f2-5fed-9bd0-9420970470b8,District Project Inspector/Burera,Ministry in charge of Emergency Management,89ef17e7-ce34-5e50-93b4-b34fe9fb998c,Burera,3,mid,"Engineering, Manufacturing and Construction",475000,649156,04/10/2026,24/04/2027,active,374,374
2300000000-010102010000000000-00018,92a958ab-d095-5f3f-b9b2-d77e62075dc1,Corporate Planning Specialist,Ministry of Local Government,3c489e18-6c38-5fad-b9de-8244b54480e6,Huye,3,mid,"Business, Administration and Law",475000,648387,06/10/2026,05/03/2027,active,808,808
2201000000-090101030000000000-00015,9f7ef7d0-2919-5caa-980e-3e84c19883d0,Environment & Climate Change Advocacy Specialist,RWANDA ENVIRONMENT MANAGEMENT AUTHORITY,42d71c20-d5d9-5490-ab5d-33c95b2de8c7,Kayonza,3,mid,"Business, Administration and Law",475000,554889,09/07/2026,25/10/2026,active,821,821
0800000000-101307030000000000-00083,b6085f4a-7f1d-5630-8098-bb505fe1c423,Diplomatic Missions Administration Officer,Ministry of Foreign Affairs and International Cooperation,8829c2b2-9325-561d-bbf1-693a04731d39,Rwamagana,0,entry,"Business, Administration and Law",220000,266792,17/10/2026,05/05/2027,active,691,691
3200000000-101001000000000000-00024,1190169a-c7f1-5a0a-96d6-0d34221b69f1,Procurement Specialist,Ministry of Public Investments and Privatization,09037bcf-d828-50d4-8301-991fda242c53,Bugesera,3,mid,"Business, Administration and Law",475000,568427,01/10/2026,18/02/2027,active,45,45
5900000000-801105140000000000-00073,ca83c930-7ab8-50ed-a181-de80f0e1e014,Health and Sanitation Officer,NYAMASHEKE DISTRICT,df7f48ff-d7a0-5e14-bcac-b031721cb870,Nyamasheke,0,entry,"Natural Sciences, Mathematics and Statistics",220000,253036,15/10/2026,04/04/2027,active,488,488
5600003001-201011010000000000-00028,e48f008d-773c-5b0e-a04b-09c5c6e7aaed,Infrastructure Maintenance Officer A1,RUBAVU DISTRICT,2e4a68ad-17b3-52cb-8477-bdcc3192a60e,Rubavu,0,entry,"Engineering, Manufacturing and Construction",220000,278337,04/08/2026,18/12/2026,active,628,628
0300000000-501202000000000000-00105,23b4e1df-228d-5e34-ae8c-402c572aee0f,Committee Clerk of Economy and Trade,CHAMBER OF DEPUTIES,e00626df-3dff-5686-9595-97588504d56c,Nyamagabe,3,mid,"Business, Administration and Law",475000,567375,18/07/2026,01/03/2027,active,6,6
1605000000-901103000000000000-00180,3ce2d65a-b76f-5bb2-ac29-2c5ba77b97eb,Financial Management Specialist,RWANDA BIO MEDICAL CENTER,fff3e870-09bd-55ae-a770-c558a61b9c12,Rutsiro,3,mid,"Business, Administration and Law",475000,580367,05/06/2026,24/11/2026,active,233,233
1413000000-901050000000000000-00157,feb12cf6-d2c2-55d0-862c-72963d8f86ef,French and Literature in English teacher A0,RWANDA BASIC EDUCATION BOARD,095aeb11-7497-50e3-9448-15f9a12a6d07,Muhanga,0,entry,Education,220000,298517,23/08/2026,04/02/2027,active,801,801
5300000000-801103060000000000-00079,5d2526dd-48c7-5fd4-a1ea-04ea5c3ae371,Umukozi Ushinzwe Ubworozi muri IDP Model Village,NYARUGURU DISTRICT,be6df96d-d4e7-5e8f-904a-ef4f3521a93b,Huye,0,entry,"Natural Sciences, Mathematics and Statistics",220000,305138,16/07/2026,07/02/2027,active,240,240
2500001002-210100000000000000-00007,e5cba576-daf9-5745-b656-88f24d8e4ba9,Project M&E,Ministry in charge of Emergency Management,89ef17e7-ce34-5e50-93b4-b34fe9fb998c,Muhanga,3,mid,"Business, Administration and Law",475000,579445,08/10/2026,22/04/2027,active,966,966
1413000000-901050000000000000-00187,05188ffd-501b-5124-8078-302fc43dd925,Deputy Headteacher in charge of Discipline,RWANDA BASIC EDUCATION BOARD,095aeb11-7497-50e3-9448-15f9a12a6d07,Kicukiro,5,senior,Education,525000,652641,02/06/2026,10/09/2026,active,19511,19511
2305000000-901303000000000000-00228,1dac7c6d-efc2-506d-b5a7-176a48a9d42c,Internal Auditor Specialist,LOCAL ADMINISTRATIVE INTITIES DEVELOPMENT AGENCY,a2a8c6ff-df00-56c7-8b9e-753b82c3e093,Rwamagana,5,senior,"Business, Administration and Law",525000,680719,12/10/2026,24/05/2027,active,3,3
4900000000-801103080000000000-00066,0359a3a0-3acb-5dba-a9e2-e26735220b0b,Forepersons,GISAGARA DISTRICT,94bd2c31-0100-5f48-baa1-b15508b12050,Nyarugenge,0,entry,"Engineering, Manufacturing and Construction",220000,286361,05/07/2026,20/11/2026,active,1626,1626
6100000000-801101010100000000-00085,72b2bd0b-348d-538e-9963-66d37b92c9e1,Documentation and Archives Officer,BURERA DISTRICT,c4128617-4671-5d0c-90db-21350d0dfb04,Burera,0,entry,"Business, Administration and Law",220000,302491,25/09/2026,07/02/2027,active,91,91
1204000000-901000000000000000-00015,e1f9da7e-788f-593c-9be6-d0e940f4e800,Director of Administration & Finance Unit,RWANDA PUBLIC PROCUREMENT AUTHORITY,d61aa559-30ef-5bd3-9e0d-2bf7dbc31404,Nyarugenge,3,mid,"Business, Administration and Law",475000,571789,29/09/2026,10/02/2027,active,149,149
7000000000-801203080200000000-00294,fac93dbe-2023-5e25-84c1-769703a55747,Data & Monitoring and Evaluation Specialist,CITY OF KIGALI,b483bb3a-2b51-5e1c-9ff4-3e206ca73582,Burera,3,mid,"Business, Administration and Law",475000,623831,19/10/2026,22/02/2027,active,1402,1402
1400000000-620000000000000000-00006,afe8bb77-fd7c-5023-8a90-1e27d2137815,Education Statistics Specialist,Ministry of Education,22bcc10b-e8c4-5b9e-9294-54c41b569b8b,Muhanga,3,mid,"Natural Sciences, Mathematics and Statistics",475000,598357,30/06/2026,13/11/2026,active,2,2
1421000000-904000000000000000-00085,5aa2f545-3371-5ba6-9178-1f75b9275fa7,Financial Management Specialist,NATIONAL EXAMINATION AND SCHOOL INSPECTION AUTHORITY,ca479cac-13b3-5d61-a3bc-a9f9bf3f2e39,Gicumbi,5,senior,"Business, Administration and Law",525000,719692,14/06/2026,30/01/2027,active,726,726
1903000000-115010400000000000-00071,74abe5a0-9ca1-5e82-ad68-ac59f072705c,Database Administration Specialist,RWANDA INFORMATION SOCIETY AUTHORITY,9bb84a42-8cd4-5d59-80cf-5b9583db52fa,Ngoma,3,mid,"Business, Administration and Law",475000,600900,21/06/2026,12/02/2027,active,51,51
