original_candidate_id,candidate_id,jobs_viewed,jobs_saved,applications_submitted,searches_performed,jobs_ignored
34C714E58F028BE1BAB44FF119651F0BDBB24C899FED703C680981FDFB88E007,adf46ba4-2fc4-5b0b-8554-55d13f009713,1,0,1,4,2
34EDD958B8C11DEDF5D134BEE0AEC75FB497729855174306DF92E0173365B13D,daac043b-42a8-5cc2-8461-7923368d5564,7,2,7,0,2
37699DE050F4B4D142B557525384322640605515E3C9F1549D703FE05A256EE5,44f99282-7184-5e6d-badb-46573a2559ce,4,2,4,3,3
351579D0D340189BF3FFA7F4DC9477FFD9945F18C1A26C4AC5517804F110BDD7,9a57d291-8097-5661-9d8b-eb387db6587e,4,1,4,1,2
378316161818E05D858F5B4254CF5F49772F5EC342CB2A676E17D629BF96D906,37d7b0c1-ab16-5b2c-a460-770b1deba60f,1,0,1,5,1
378A3EAF9AB3CF9BEBE03BE3956281CDDD548E0A1BD42C4205844F376A54FB5F,4b4737ac-4dea-5dca-a356-ae195bd98457,2,1,2,3,3
37A19E4981479BFC400B2BCF468A9A3FD64E14891B938E5D1572CF95C45028D8,9d65c9e2-412d-5ead-83c1-4f96765424fe,1,1,1,4,1
381E1691DDE1ABF2FACCC2BD9796B461E3DEA00720F7429EBC0B03E66FDF1253,34a3f0f9-4b2f-5aa8-b8b0-121fbf61f0fd,4,0,4,4,0
372D8DC1DB9751C975FCB1D2CC28FA46861851C0DC7C259021A16FC108168F93,5216afc2-3145-5292-9683-a9f24abd0de5,3,1,3,5,1
373E8A48EEB27B9C45EA54B823943AE5C6C89F9F971F7ED57A257CB893F8C1D2,0aed35d9-2053-56d9-965d-b6c261c4da16,3,1,3,4,1
37499195DCCA43E6DCC9B0B341309D8B001E05838A48AD3EEC04936AB056AF06,fdb86642-c324-5473-a743-672f2817881e,1,1,1,4,0
37900CC3CD61CB5A5FF34C4713599100C20AC4713BE6A4E19E601FE22801C150,ac97a7e3-dc38-54d4-a52a-ec12a089daeb,2,2,2,5,2
38DC167BD0A4851C54D650A82092CD5AC36CAE139EC8F187805B6ED4FCA25585,4127c8c0-8642-50c5-93c5-1481d5422915,6,4,6,0,2
37FB970090E8E901FD5862EC6B8D9A37E394B566B40F020DE9614FE8459D88C7,f6b9f824-44e0-5cf3-8499-10bf7d7d4f08,6,0,6,5,1
38FB62553532F4C25540FC6E4BE2A9EC2E437D6EA45D23A6273BA9161A1647F3,9035d0f4-2291-56b4-bcb6-9cf0e04a3264,3,0,3,1,1
33810CE92C70A23559577151027C554D3614C1E5BBF622B3184217D79BE8B209,ff696a4c-d3f4-528f-ba0c-93fb16337899,4,0,4,3,1
38B059073CE9DEEBD0A888D8BD1148CFCA173EFFE4AF156D988A20A6156BEACF,1c416b05-9b74-516c-853e-c06e32f9534c,1,0,1,0,3
3A1DCB6FDB3BBECAA4E6BE06110E12AC4DADA3F27551C242E8F985620C6A24B4,7ac368ef-354b-5fe1-a23f-b7cc3259089a,1,0,1,0,3
37C1C88A5E0D6111D29E741B401B89F24AA1E5CACD482B14B4F624F9ED85B937,4b28231d-b379-5415-b8df-141a5e85b5ed,3,2,3,3,0
396A7E7E43902065074EDFBBAF69135AC8D2D52C5183E7B217C56A913EFC5509,f660e75f-3f5b-555a-812c-3de9d5f43b37,2,2,2,1,2
3A8029326E96ACE718F8661B15355F3F3683CCB45DC9544661B514B2858CF3DF,087d088f-0c12-5977-a7fd-c2e85f305313,2,0,2,0,3
3A08202406D2EE63D20492167F507D11CEA761CD4BD5B90F234442837BD19D39,bfbf2bce-77c5-5832-933a-8ec21e38c50b,3,2,3,4,1
3AFADFE7A4F81E9AFB5122F1DABBE232ABA1B34E75531B62DA5B2D537F2A1B1E,5273d259-9ab0-584f-bea3-cce5445ee6d7,3,0,3,0,1
3A5744D71BEE9E256DFEB02598A3F7CD55EF0295200D13F3EC910A2AAAC3E444,0d2c0e93-8072-5d14-85b4-54f8d57dec09,1,1,1,2,3
35FA4867D060CF34370922C308629C69A67D85F3841E4A690C46DCDB03EACDA9,4b4b25ba-b1b0-5cf4-8dd0-b0b95209d9be,5,4,5,4,3
38EA09F3D4853AA547EF446D25D1DACF6B3B6B91D11BB14F67407274F31B5294,4d819925-3049-5e27-a503-9160d0e0fa3f,1,0,1,5,0
38FE0F19973D2FFF2CA57A1840C79C7A6C4DA2910209A771129B318F22B31031,0258feaa-b521-59df-a57f-4e8713923b7a,3,0,3,3,2
367A28A7885DAB0FD0FBFAA6DDFEED0B807BAD9D77D864A587AAD1E371C49E02,bb050855-58fe-5f70-85d5-8355ddad3d73,13,2,13,1,1
36F0430A35072EC364D7BEFA7DD394527C36D051AE6B293EAF68B9AF93EC3342,5e04dd39-9560-51ad-8ff7-fc53b8ef8c3c,5,2,5,3,0
39CC913A732588BAB3A6CC18FFFA53EABAF5F99D2648CFAB52BD936CD3871B8F,11c6a39a-407c-5a50-a26f-cbbe51efe756,12,7,12,1,1
3A15B51267524EECEFD9E7F5212EEEAA77F8AAFABE4A258B76088F87F8FAB058,98735657-721a-58c7-950a-d8778e6e567f,1,1,1,0,3
3BC698E12722D193066056C9BCC31D0AF14396FCA0C80E5C96C0034989F8FFED,8b61f4f0-6640-5a56-a533-a864abe36da8,1,0,1,5,1
3C6201CF01982091EE598D6DBC5367DA38205235AFB7526EDD3AFAC889E6B35C,4198a0ae-1798-5e2e-8f65-6b403b266f24,3,0,3,3,0
3B38019404E52755BD8299223CC418E52ACE949AD57FC4D72736E76D620F8094,b105a105-8d0c-502d-a86b-1c0cf835eac9,6,2,6,4,2
3CCA9379A9FFB565C9C9817D2A3D00BA4777BA9893625C89C580D6DB25E0597A,7714ee46-f796-59f8-9971-988db51761bb,11,4,11,5,3
39795D37FB86656800C20D515399BAAAC785E4581B552D641F95130C723095C3,35b7e6c8-0da8-58d4-9b25-4ffe53c499b1,2,0,2,2,3
3C6A85F16B8E0E3C0EEBACDA2C272D01F625BA4493E36E4F5BAB2C9CDC5EED04,c97ffe97-7179-573b-8266-1b9eaf73cbaa,1,1,1,3,1
3E386C80F49DC52FC74F4C69D86FAB0B35A823A68FBB41FD56CB478E2FFFB425,bc81591d-885b-5d5a-b500-99f853c3ead1,2,1,2,1,1
3A1BE348F353C5B49583DDBB466464CCB574E3DE480C1E3D2EFBB287D4FC092D,6199cfd0-aa7c-5c41-b83d-716fe20a2c18,1,0,1,4,0
3D4ECFAB8F4202CE06EC26B010E8C307401590B2A357947EE62C5D338B31FB29,48196ad8-893f-5e49-a8f7-fdc2c7d35a54,1,1,1,5,1
3A972840A0E8860F109035986F7EABF67F2F7E16C6A7C6F8BEEF5E82B906136B,620d27bf-534d-5552-9a75-7708990d3b52,3,1,3,5,0
3A9B0B2D231E92CD34020D82B327D865211092131288270068A7B7EB11F884CA,4860879f-1cf4-5f6e-b632-9f8d0b095197,1,0,1,0,1
3F2FC8A366D8C852A56F748FA8135E0C641717296D6443926F771F794FE3C594,ff213d68-ccb3-52a0-8040-8652c3d06d87,5,4,5,3,3
3D6CF2DD851B5FD618615A791020A799753B846E09A8B07564143F087634327B,59ccacac-7a4d-5de1-bd7e-d611f1112170,6,2,6,5,2
3E6086C415095AE65959DE09A03475754053A4191D6560E3F4CF43DF316CB3AC,637c5e28-a754-5379-b05f-d6cfa53324d6,1,0,1,0,3
3B010463C6C14ABAC2405767CC282BB134C307EFAB2959CD0E7FFAB7090E0805,44fde426-0488-59eb-aa93-4dc711cb0596,2,1,2,1,1
3B0314695C9569AE36B05DED6E6B6377B07AE313B71842A1FE7E267247AD0C1A,3a3d251e-1f6e-503f-bd18-56c17c7156b5,1,0,1,4,2
3B4CE541A8FB4D728BBB2F051879C354433F1271C16E0F3E4EE6F198237C7A0B,63234131-4c0c-5cad-a1f5-40faaeb78f10,9,3,9,3,1
3E2776FE4C3E6F1152150EF7F192768C5F991016F950EC17E0C3CBDE89501860,5e7966a1-e108-58a0-9d4b-9e84faaf7c59,1,0,1,2,1
3E27C9B12D0B4F830D3D556D6DE9BDBB035400ED069744CCD3D7271EC6E49F63,6039fd38-aa68-5e36-b0bb-f4302dc5319e,5,1,5,0,3
3B522F3087994D30952209FD07388B5885B0642DA1907B1F83C7B86DBBA78FA9,851ba667-e1d6-59a0-8423-084f85a2a8f1,1,1,1,1,0
3ECA47B8950A878176FD0641B8A64457C50A7C6B269E8CC177E31261AF9F2F8E,2caecb8c-7075-5b9a-b512-fd7f932af7e3,1,1,1,4,2
3F03AA21A9E1D5D43D63434F8EAFC1BDBB211C2B14F810FD3E3CFDB618216AD3,f0bae957-62b1-5c7c-8be0-f9580307e0e1,1,1,1,5,0
3EAE6F06B5A033E1A796AC6432166E779B774D274A7194427D7B1302B101F7C4,986a7378-e6ae-57be-b6a4-2cba5a11cd02,1,1,1,3,1
3C2E7F6D62C8AD6CEF73BEF80F87BCDD123607D3D4F6949347F3476B648A876A,b3b1414c-6200-58d0-8658-ebb8ff6de005,1,1,1,4,3
40CC4C0E669226AB26696132CFE553B8CBC080034E940EDD36E768D46789FCE1,3e3bafa9-20bc-5b94-9602-be104dbc11d5,8,6,8,1,3
3C6013A3628119A9479BD958F54BB436DC2FBD6373E44B435FEE1DC37224AE9F,60c85916-1f7f-597c-98d0-c309bcb83d54,2,1,2,1,3
3F7B0225BC30E5F49E23796DB3413945A4E18EADA2B3D04B53BC337E1D0DB0DA,00faca57-3f25-5a8d-97b8-0d379a63a37e,1,0,1,5,3
412A2D5BD86731706231AD5B5BF9AF454D74E0C5A352BC399DEF3D492E953A90,3e4d7b1b-63ab-5077-92a9-623f2c3fc734,2,1,2,2,0
3FB498EBE8FD25783581E4F27561CECB57B645125EEA1D2D8ECD923D2EA75CDB,4d861e39-7647-5efa-8c3d-a0d88e95b1dd,1,0,1,0,0
3D0F4083978CB43D5B3AA844E6F7BE60F60AFB9BA36A2D2F1728BF8CF64FD167,56490f0d-91d5-57b5-9448-883325e3252c,2,0,2,5,0
3D11622EEAC8A0DFF0CCB09C127DC94C1B2F144285E2E81E05337200C9414EDF,9431d4a7-8765-5240-aebb-271f5048e440,6,1,6,0,1
40281FA2C7A80948774490B610013E59F9249038410AD573CD2BE7823675B19B,1ed60e0a-c42a-5c72-b90d-9aa61500618d,1,1,1,3,1
40C132CFAD95D35B3DBF32EE24A1173A29AF3EB2C81DE710B6680CE050459CD8,6aa00192-d63f-5173-a15c-09a37a1e6233,1,0,1,0,1
4206C5BB00A3E56C4AF33737AB1B6831C050BD869FD9EAC9B371E5A622CEAD03,972af3c8-c82a-567f-8d94-261e933a141f,1,1,1,1,0
4212CFAB7BB353FFDD9FA1BA844F8A586817AC1B24CA1AF543FF458971361985,3ab35ada-ac12-5425-b578-bd7a10eb7149,1,0,1,0,0
410210D70ED612221FDC6D1E97877565F6A4E5B6C62BAADEE1B414287615965C,5c9f1615-f319-522b-94e0-270197ec9705,1,1,1,3,0
422E42B02C971D76D4FCEA98B6E016F496E00BC807EE0B26893FEC401EDB464D,c9146a03-4161-5b53-aaa4-1e332458f1e0,16,7,16,1,0
4131ABAEE64E2BD4896DAB9B5659EDE2C08FD0E02C260E568C5FDAD14D8EB8DD,ecdd9ec1-477d-557f-944c-db9d8913cf42,5,4,5,1,3
408ED65DFF827CB6E4B8B79D7EE7698EC76D4CC8B01D0838B61D4255892FDC57,d6dd2b47-42bf-5685-91ec-dbbf619731bf,5,1,5,1,0
424FFE4754448E2D4482AFA279DFF6075315AA4E2E265BFF21493BB86637E14F,37dff389-5aa9-5491-ba35-27e1ecb1d51b,1,0,1,4,1
4152084C895EF082FD42E9E268FF26550A2B57FB4D7E58FA1495DC02F6E4DF67,8e9f4117-5618-5dba-8099-be6feae577e0,3,2,3,2,2
40B8902FB6BD1A6D10BAEB1FF42CB10A38CB59977C8035F0E4468441F93B46A4,5c9b4815-86e6-5f88-9f33-a5b061f44b6f,5,3,5,0,2
4104473DFAA02B13CFF6DC7E69344A554B149A54CFBA39729E160CDBBFE8D877,a8178fec-de42-54f2-8448-b6e6916d4027,4,4,4,4,2
41482FC513FCFA5AA6CD1604CA5A05076E6EDA9860B0BBBB83872D8725277BC7,7659fe28-b611-5781-940e-7cca8c5f5325,1,0,1,1,2
41694AC234896BAE2B3C5661CEE088CE7FA6D942D6FDA1646460C7FC5CA83AAA,a04f6e59-1af6-5b7e-86f2-33d3d28b6805,1,0,1,0,3
43AD2D8C0440027182A388EEB5A9100FB504982147662C107BF0CDDDCE9B1777,ce7e2cf7-f0e1-5f23-8bb7-476ed1f4305b,4,2,4,1,1
4200C287ECFF6A4F971CE196B057A71BFC4B186D4BD4E240E95D6879E0E6EF7F,08339851-3a5c-504b-9bd4-7bf8cdb3ba50,2,1,2,1,1
4209351214A35D58E7853ADAE4B6DDF7E379724CE1D0AA225CE648CDB017EC2D,a1cdf73e-7d8d-506a-97ed-96008dd409d7,11,6,11,3,0
43E9023887256B5186CD5EEE07220D469E17DA5EFCE21EEE23C13B51B9092420,f5f2a645-2ec2-5ead-af7e-0f80736d2531,2,1,2,4,0
440B413354ED140A6C19FFE8681763DC1476DF1CEF39F2F9DD478E3A6BD2CD92,e84baf94-534b-50f1-96c3-2833d99963f3,2,1,2,5,3
43288EDE9BD59BDC25DF90144CE1638FBD2C0AD430156C9E3A0BBF8D354F5B8B,a7a84b0a-5c17-5192-ade5-313fff53b55b,2,0,2,5,0
433BBCF57D149ECD0FFDBA953547C9EBEC63632A28CEF7B4A5682A859F0D8F49,f7500d98-2528-5c87-bae6-d1b7987c4a68,1,0,1,4,3
4489CA26E9AB1AB83D25E89C2E50F9D8ADAA30C4F0043F964CF363357F5AA65C,6ed89b3e-1610-5c8f-abe6-c63b03543cfb,5,2,5,1,3
44BC82977A7681219EE81231127E94004DBA28B0314DE75D56FF128292BD6A19,8f44d1ba-4968-5b7c-8ef8-706a25bf56e4,4,0,4,0,2
3F0BF50E7544DBA54887DA23255810B85C38AFB35117C5A69AC06729503A67D5,5f652b25-f8a8-52c7-872d-e80a41ee18da,1,0,1,3,3
4353BE134466AEA76068B7E236CAFD42836E65E9AD99F84B9BA5D1DB4CA15C53,af75b6d9-2258-5a6b-9c93-ff5788bd67bb,1,0,1,3,2
44E343F918F44A517B41A9C1C8DCF839E77C9BE810996C41B3DD0A5012134CE0,88eda738-3294-5a73-a952-36320b662e4c,1,0,1,3,2
4397900D59F000D7A1DFE2AD8A39D0DC12AED43432577C46A8DEB7122864CDB2,c4efa2ab-5a00-5d5f-ac1b-fe1e11d5c323,1,0,1,2,0
43A91DCFB8CBC421143026A868660D803B30F92DD978BC7A9FACA367A07F1FFC,581977d2-e847-561d-aeb1-15024a8a17e8,1,1,1,0,1
445B5106E899C1B25E439C8C7B9F3B73CC2E805AE64BF38A81DE93E41FD35C6E,e0895654-4563-5205-ac16-9890d2b44762,5,0,5,4,3
43B4819EDF117ED4D5CD108F4347068364977351349624925635A5242E9C128F,7eaa9f7f-b07d-5474-beaa-1d97d140a4e8,2,0,2,5,2
3FA24C27A7B51049D87C95DBE6CE443405DA60B49F9CF3E9531422B898400FBA,121e76eb-dd0e-5011-b4b7-d744f4a21dcf,4,1,4,3,2
3FA6821AFFCB2CB6D4685B205FBE3FBB934A108283D1ECF09816D7A10D5C3EE9,af75ad75-d7c9-5499-a47a-bf4a54173bd3,1,0,1,5,3
4593B2878343ED1627D7DCCE21F2BBB9C01B6B905320A3B8E738B4A0D623CFDD,cd6a9458-6cd3-5133-9ea0-df24967ed358,1,0,1,2,0
43D63596E617C9F40B2963550F71BFC80B488BDD0A747BB2796E2FC8F17928D5,d5f01105-7eb4-5308-9ec4-c9af6b032880,1,1,1,4,0
401DB349D40DBB1D9CE6C87DEC328CAE60B8BBFA219014ADFAEEFB6A3843CC02,033d378d-6e93-5cc4-8193-ac969447c35b,2,2,2,0,2
402B67EA7ECB3171ADA5A0651BB9747F3B7AFD61431FCF5542947D5D51956786,584f98d1-9bfb-5640-952f-db2b347e3bf8,30,11,30,5,0
44F8AC441A6DCC55A3550CF53623FFFD4A8BCB66412B07DD56F7F3BD83429E06,2100c39d-3240-58bc-94f4-5fdd5f4ff1d8,3,1,3,0,0
45537EBC98B67A9AE87E3756B581AF686189A7FADD2240A84D587A611C6D2499,14e9adc0-0299-5a8c-acaa-fc8babf46175,6,3,6,1,0
45640910E56EBBDC4C0C0F7D036359ABD8A90E74014FC026F58F714DEB485A05,9aec169b-6921-5a44-8561-7ea62db80adf,1,1,1,0,1
4598741B2A45605E87AA34CA4A8474423871EF2187062183080CD213E0071EA2,baf990c9-f3ae-535e-b755-21b63b6be014,1,0,1,2,1
45BAFF26F7F001ADCFD1301CCAEDF9A6A7A4349F1AA74E43DC1FE7CE6875DC62,01f37618-c1cd-51ae-955a-9fe17e4263f5,3,1,3,5,2
40FC54F09967EF18D7273773DF38ADF99D085F542A159FE5B3890C35EA04DDDF,3ba3722e-d58f-5681-b57c-bcf09fdc97f7,5,1,5,2,1
474F879EA82E99254983E00B171BBF7700787B854766BCCA512D6C77E87B9A64,b6766088-26e4-593b-94b0-05ca0042fc93,2,0,2,2,2
41098DA284C6A9AEC2CEC20AC88C9B4D7014BBFA077886CC6815A94C19A965BC,89703c2b-ae21-5d8c-999e-b38f63c2f593,1,0,1,0,2
4618C075B28F30E9D8E1BC288A17D54E48FD76547AAAEF51224F31D66657D046,39cfb220-7a83-580f-a47a-362f8a30285a,17,8,17,1,3
412D5B5DB0019958A904AA09564CFE726C37885346456A53472A1888599DA2B8,3025dd8f-a6ea-5c2b-8c96-3c693a93f4c0,1,1,1,4,2
45AEC7C4ACB25AE477D1994B0BEC7A04D37DF024D389893981CDF24A974BDF29,8fd0e252-a560-5b20-94d6-27d2a699b301,2,1,2,0,2
478AE348A24770A7AAAE40C4CD779285AD5C7273C38C8713335014F553A2350B,97b54dcd-cd7f-5bb0-8536-6ffa36a1aaa4,8,5,8,2,1
45C556531E077B8A90EC4B48205EBFBC8F41A15D5E17D1A85540E29052D4FDC2,15cceb14-f691-5cdd-a112-9300feedeb77,5,2,5,4,1
47B8D9FC9D4A271B0AC692AE30C4D7BF278C29F9F24FEF948B701FD6B7A2B1B2,32a876ba-b917-5357-8ada-c526a14b186c,1,0,1,0,0
47C887D22CC4B3E919E49C156BC01175031F075085B83282622F3A56D985D9E1,4ad68c2d-d5e2-5631-bb74-397d0fe1e68e,5,2,5,1,3
41D531F3BE97E5EA0AA827B89D853AF9BECFB21A22AFC829BEC4A40DEE4EC92E,4133d24a-d9c0-5ca6-b65d-a9cd0807cddc,5,1,5,5,2
48303A4F1C58C50EBAF3E45FCCB63CBC765ADF93060AAD80B19F71ADAA80AF25,7f380781-e385-559a-8e83-7930fa5f0c9f,7,1,7,1,1
48308B30A7EC2CE211C9B05CB78E3FC1198A2CEF92CCD2B3358891E75AD4FBFD,da26c73f-ce35-5405-9927-7a8952dee4ba,12,6,12,1,3
4844102FEFBC519E4293D5A0A81D67E3FCAB03BCA1D2439B9EE02397CFB7EE58,51022f29-efc6-57d3-bcbc-014723e7fbb4,2,2,2,2,0
46C65B64145AA5F625A60C55B021CDB2D4A533F399918C181E11C50E188675B4,fc9d9d89-9cd7-54de-94ce-23376ff23ea0,2,0,2,1,1
4778C3416E6E3E94F4E8146E47A996F11701D9283F7B3D21E9EF6BD4772978A7,35f38f84-e453-5ef8-9356-9840bc1780f6,2,1,2,0,2
48759A94DCC0890A405A0085FD96FE64C9498F13E205B46D98CA5AE430CCDC45,30be8f75-9601-5ac8-b527-66c00a139f57,3,0,3,3,1
42AB8ED72B7CE814B2CE127EEB771A1EB429E77DB8757700147EFB62A8E1FA33,147af73d-4685-5613-886d-9ab5c24d6c85,13,7,13,2,1
47987023ECCE7B7856BE4AB1082CC7E065600CC4BA06A98A1D0F5B5E36D4A5FF,4a0cfbc2-29fa-5272-b534-14720d2086ef,1,0,1,4,1
4327573BF53B97518BF7630C9780AA6785C758352CBC7DEEEA299D53BCF32948,8880e07f-7e50-54ae-8e49-2c7389a974a9,3,1,3,1,1
43C809753FFFB231F01EA67291D14E6A0A9CE69FB9181882EF701C1F9398CC8C,81925012-9931-5ff5-a523-dfb3db0003fb,1,1,1,0,0
4926117192973BE3206AE6962B0237C8A0B9E2F047C4F3D148AAFB72EEFF412E,3d8e92df-91f3-508e-b8e6-8ad5781cb9aa,1,1,1,0,3
48C7CD8CA355C7CC8D1D1A487B5E0F0F6BC7C3A9DA0E20B124944C86BA07438E,1ff23581-7b34-5ff4-88f9-25b7d0fd8e4b,8,4,8,4,0
4A439DADF604E54420097F4953303B274B57E293BC476E180D4AB418862B83A5,f4c69d8b-eecd-5353-be0a-1d33576cac6a,2,2,2,3,3
490F16CF3F45711598617110B62B4F81C843A77466C7CBB0E345209C55478351,41d64202-07f4-5dfb-8d11-696a682a56b5,2,0,2,2,1
4A9B05761B349FD06B8341B1F885DEDC169B59E3D17AB06381A04E16E3C87916,6da4b222-bf0f-5be2-a2f0-656a15452588,12,6,12,1,2
4AA819F8F3956F374A8890B1862E5285376BC32CDA92DD04FD04F21BA1B7D7B3,390d423b-0724-5287-94ed-611bb38a977f,4,1,4,4,1
49CE64B54C54D487BCA3370124BF0A380DD8684F07504C1A242CC345EDB49692,9f14decc-1b33-5163-98d9-1218cd6a7b76,11,6,11,4,1
4B6E10354BD54AE286F5C25E6780D0F3F2E34B49B4145309A4C5ADA10C45A80E,03a8db8a-e743-50c1-9dde-7512418d54bc,2,1,2,1,0
4B7250FD0AC6AD813B0085D077EB0D12242A5EE06E4F933528030FF3908CA657,a73e96c8-b3d5-5062-8a92-46105bc25806,4,1,4,4,2
4A2048F922F697947F47CEC750047C0171785AC5ED5FA4F9EB1ED8EB559BE2E5,6774def5-58b9-5662-8e2c-221b50daefdf,1,1,1,3,0
4A20B20071CEBC08A8984BA573D58511221DB596FF4A7FF52D6E5EE37E4D957C,9c48e763-bc20-5d5c-be13-2001865f78ae,9,2,9,1,2
4BB3A3641FAEDA4F98F292D533311F51E49B3465A54CAAE63C82F219626C60A8,d0c6af4c-1791-53f8-b29e-c699e4154ebb,10,5,10,5,2
4BF75B92BBF27D0B178B16945D9F4213543B474F1A7CEE51175A489A2D94E9E0,780fda57-c16f-5b82-927e-d98597a6f2ae,3,2,3,5,2
4CB3B1BC2F4AB948FE82F304AEC2E225BE640D5238C4B20A3C9FF6B2D15FE80F,bfb34d63-52ff-5178-b6ce-1fc6a52fee47,10,2,10,2,0
4CD3D37CE99E6A6ED35D0405183E6DB71BBC9F31758FD2DB05645BEAA9A25CC1,291953d0-3bee-5086-8bcb-3c62e7ba335f,22,9,22,1,2
4B1303428DB113B8C3589CDDD00A459FA479859F47A1BBD600EAF426EA895CD9,6c854305-7423-5dd5-9724-388a27b8dc78,3,1,3,1,0
4D4AFDE214FEEB265BD82249B2DD91C124A7CFA762355104847AA2C4EE4283AA,50ff1ed3-ea65-5677-9416-31ee73aafcb5,1,1,1,4,1
4E482937575A286A5188E129B34D9F312D88E72EFFFFC40E7F30303D577AF709,9cfe1d35-7d39-5609-b4e0-4c8dd0afce97,1,1,1,3,3
4C175B2A7499BA7569932763626F4EF8A3571C00D65650DA959E68325850EF89,7f83d668-f8ba-512f-9677-fe48ffa065a0,2,0,2,5,1
4C2175D10E5727F1204CCC31D5D9264BE83737B08CC17689F4636984428B2058,ee3d0498-970c-5dbd-9776-34a6ec45b0e3,5,2,5,3,3
4EF4B7D8681224FFE5399EDCE8A97978980020D6A07A08F9FCB61364286A0BB4,0272e504-ce48-50eb-8122-77890280b403,1,0,1,5,1
4F0FD42F45AAE471D771FA684073C9E4F5D36736614EF2F3CE3A9274DBC687B4,241308bb-596f-5586-88d6-9eb23d1bdf59,4,0,4,1,2
4ABE2EF822C03B8BAAE6FB29FD35AAD5687745686169D86D00189D0276039B6A,144723db-308c-576e-938f-e2ce0fa7f028,2,0,2,3,3
4F8783A024C2C086C3C578BBC787E195E4E2CAD8B0863EE4CEE603959AABC673,ee50df09-6f54-53b8-944c-2061876fe6a2,2,1,2,2,2
4B4D8E0BCB194CD6D25FAB600C29D2C6B00A4C4ED4377AA90ACE1C4CD69B0F0D,6bbf633f-92da-5862-a0d4-8209334ae9f2,7,4,7,2,2
4B88234673F54D29B40396F8A75F762E33AF2FF6AF060E7B84D6D8A5822250D2,b15395e4-99c4-520b-92e0-2c40ca0a0a03,6,2,6,5,2
5011FBAB9485A9A79398AB895C40BB7D9EBBB24007869740120F9B5A332BC9A8,1befa1dd-71e5-5a72-aaa7-133c1f196b60,5,2,5,2,1
44C1E8B57042696D75532D40ECD402962007B57281BDA13A7190D1E08DBEC2EF,5d18fb35-5ef4-50e9-bbd8-d868678af121,1,0,1,3,1
44C49E765BC1BC19AD80172EBF2108D44474FB6DA19EFFC43FCF062E621B4D14,65cb938e-6452-57e5-96ac-b8d7d46b2bae,1,1,1,1,0
4DEC148190BB77DD84E98DD3442E635C464747A98AF959C1AFC0E57605AC485D,c7f0b243-f81d-5295-8b21-db2568470e4b,9,1,9,2,3
45503B218DE08FE95ACD3794D4CE46539821F13B64CFDB9A13E8BDEF0D8C7EEC,2fe54b6c-4a4a-5762-8fe6-c709cf1dea47,3,2,3,2,3
45519E8D5FC22099D4402867F536C990913053D33D0BAC0FD1D54FFD59F4BC82,66bae094-aab1-5867-9347-aab92a35b198,14,3,14,1,2
50CA10F4102501326F8B5E293D4B7D60CD67049A5872EB8F069E53B963477FFD,3635d28d-6ebb-59fa-9fec-5734dc73af49,2,0,2,1,1
4E81D5374400C4C4872D1F9FDA1408DA24DCE5DB2F4C3AA72D27DC4C0225AF52,011243d2-f88d-5815-a103-2a68d73d0933,1,0,1,0,3
50F96A6F095663E8589D5690E5616E15B59FDD5592E2DA436CF5E7170BEDAD72,30943d6b-3b11-55f8-b212-a558b19cdc55,1,1,1,0,1
4CFA7E6BAF116C86970D0C85124174CFF8A1CB9A63BF8BC494249BB660373EFE,94568ee7-0f9d-57ce-ae8c-9ccf71b07c34,4,1,4,2,1
5183C657EF680B26ACE907F4151CAF6C97A3E0391E171F672F5436C5A777F67C,16c5609a-5c79-51cb-bc8f-9048b3ba3f63,2,2,2,1,1
4D4A06E0D251E0C6E52133C9BB43CC4D3AC257D1EB6A54F0E6BBBBE0CE1F8F4E,d3c35ea4-a9b7-507c-886f-be4a3980c198,23,10,23,3,1
4F5B0CBA09DF3E2CFCA58A87BB37424E41ED05D8EED2594371397B6D3C7071F0,eb632e99-3f93-572c-9af7-edde5cf932fa,30,14,30,2,2
461D7BE7AA470E323F8FE955569FA163FD81770708BFA36DD4AEDED39759B70D,1d9daded-4737-58d2-a217-a04d947a8370,1,1,1,5,3
461EC8798A329975911544C269C3207FBFDC8A07795CB4D71FA20EB3FD8A851E,9bc5acdb-1326-50ec-afcd-ffab490135cd,4,0,4,3,3
4D889EEB6E3A2C9330BE709835F651395CCDE328ED163919BD820FC6DD578C04,93b772f9-4494-5493-bcdc-cb8133015147,3,2,3,0,2
463F28E85E1A34EE69D847D56932AD11EC0A91A8569DC7C7A226435C0733F601,b17df636-1e4d-58ac-b83b-bb8f067a14ab,1,1,1,5,0
465087C874029B331A9C3FA1A1A0BB643D42A0815801FC2A243E29BB2200E37C,15621f9c-1929-5058-ae8b-7ec25be3bf21,1,0,1,5,0
468546E3F4563EEC50D5A65316EB6129EF57BC86966231C02FA2DAACE30E2370,4652654d-80f2-58ee-86ac-996a7908add5,3,3,3,0,2
46C81F2F6EA9EC6FA45F04BE58F92E0E134B66B912ED23C58EA3E74091E861C0,b2bf1238-a127-5035-91be-f3aa6b1bb66f,2,0,2,5,2
4E3BDADE224CA25302C140BABBEA89EE88F3D0CF9B1AEEF8FD38F0656A23D8F8,81848307-b7eb-59a4-a14b-f605cf02c7c0,2,1,2,4,1
